recording,scene,motion,frame_number,camera_frame_index,detection_index,confidence,fused_zc_m,depth_map_file,depth_time_delta_sec,depth_roi_valid,depth_roi_valid_pixel_count,zed_depth_median_m,zed_depth_iqr_m,signed_z_diff_m,abs_z_diff_m,relative_abs_z_diff,skip_reason
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,81,105,2,0.890181839466095,1.8878215551376343,1730978621_760733260.npy,0.0,True,8188,1.387305498123169,1.231149137020111,0.5005160570144653,0.5005160570144653,0.3607828684392831,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,81,105,3,0.2679995894432068,1.1082223653793335,1730978621_760733260.npy,0.0,True,3646,2.4913887977600098,1.4614895582199097,-1.3831664323806763,1.3831664323806763,0.5551788759844596,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,82,106,0,0.9379130601882935,3.213991165161133,1730978621_827510260.npy,0.0,True,7301,3.1794002056121826,0.21645593643188477,0.034590959548950195,0.034590959548950195,0.010879712307966536,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,82,106,1,0.9360390901565552,1.1584935188293457,1730978621_827510260.npy,0.0,True,26084,1.1775932312011719,0.19574472308158875,-0.019099712371826172,0.019099712371826172,0.016219278326136462,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,83,108,0,0.9464905858039856,1.3157070875167847,1730978621_961427260.npy,0.0,True,24630,1.2448315620422363,0.21063023805618286,0.07087552547454834,0.07087552547454834,0.05693583584776073,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,83,108,1,0.927951991558075,3.2076611518859863,1730978621_961427260.npy,0.0,True,7129,3.1538474559783936,0.2233283519744873,0.05381369590759277,0.05381369590759277,0.01706287214544388,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,84,109,0,0.9314818382263184,3.190321445465088,1730978622_028797260.npy,0.0,True,7492,3.1361422538757324,0.2561609745025635,0.05417919158935547,0.05417919158935547,0.017275744275438817,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,84,109,1,0.9010738134384155,4.542571544647217,1730978622_028797260.npy,0.0,True,20457,1.2731845378875732,1.9364205598831177,3.2693870067596436,3.2693870067596436,2.567881488872073,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,84,109,2,0.5266464948654175,2.8789234161376953,1730978622_028797260.npy,0.0,True,7854,2.981593132019043,1.6295868158340454,-0.10266971588134766,0.10266971588134766,0.034434515822694724,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,85,112,0,0.9318647980690002,3.159853458404541,1730978622_228543260.npy,0.0,True,7366,3.131971836090088,0.2076857089996338,0.027881622314453125,0.027881622314453125,0.008902258313171861,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,85,112,1,0.9098144173622131,3.2012381553649902,1730978622_228543260.npy,0.0,True,8132,3.047060251235962,0.09885317087173462,0.15417790412902832,0.15417790412902832,0.05059890235727699,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,85,112,2,0.8422046899795532,5.3514018058776855,1730978622_228543260.npy,0.0,True,8663,4.789453029632568,1.2673165798187256,0.5619487762451172,0.5619487762451172,0.1173304702579426,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,86,114,0,0.9279359579086304,3.299916982650757,1730978622_361738260.npy,0.0,True,7292,3.08097505569458,0.21721124649047852,0.21894192695617676,0.21894192695617676,0.07106254448620264,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,86,114,1,0.9246302247047424,3.3219802379608154,1730978622_361738260.npy,0.0,True,7695,3.2015857696533203,0.17378640174865723,0.12039446830749512,0.12039446830749512,0.037604636255155484,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,86,114,2,0.394383043050766,5.029918670654297,1730978622_361738260.npy,0.0,True,801,4.703048229217529,0.26485681533813477,0.3268704414367676,0.3268704414367676,0.06950182636999042,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,87,115,0,0.928309977054596,3.1027305126190186,1730978622_428495260.npy,0.0,True,7348,3.0475516319274902,0.22258877754211426,0.05517888069152832,0.05517888069152832,0.01810597074499087,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,87,115,1,0.9279232621192932,3.425044298171997,1730978622_428495260.npy,0.0,True,7296,3.2788522243499756,0.17324227094650269,0.14619207382202148,0.14619207382202148,0.04458635638908786,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,88,117,0,0.9321495890617371,3.0894336700439453,1730978622_562787260.npy,0.0,True,8565,3.041254758834839,0.26192426681518555,0.048178911209106445,0.048178911209106445,0.01584178736396443,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,88,117,1,0.9248245358467102,3.534456491470337,1730978622_562787260.npy,0.0,True,6558,3.420380115509033,0.16404271125793457,0.11407637596130371,0.11407637596130371,0.03335195858613699,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,89,118,0,0.9376427531242371,3.086061716079712,1730978622_629317260.npy,0.0,True,8646,3.0418965816497803,0.23056644201278687,0.04416513442993164,0.04416513442993164,0.01451894673091699,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,89,118,1,0.9186245799064636,3.605740547180176,1730978622_629317260.npy,0.0,True,6032,3.462932586669922,0.21596956253051758,0.1428079605102539,0.1428079605102539,0.04123902413231298,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,90,119,0,0.9357816576957703,3.0777089595794678,1730978622_695661260.npy,0.0,True,8778,3.0407533645629883,0.23955518007278442,0.03695559501647949,0.03695559501647949,0.012153433898046738,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,90,119,1,0.9215924143791199,3.693448543548584,1730978622_695661260.npy,0.0,True,6026,3.4979398250579834,0.20777273178100586,0.19550871849060059,0.19550871849060059,0.05589253339638561,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,91,120,0,0.9360783100128174,3.065072536468506,1730978622_829250260.npy,0.0,True,7777,3.033445358276367,0.1981978416442871,0.03162717819213867,0.03162717819213867,0.010426157209605892,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,91,120,1,0.9194796681404114,3.4433698654174805,1730978622_829250260.npy,0.0,True,5512,3.5380797386169434,0.20742547512054443,-0.09470987319946289,0.09470987319946289,0.02676872207421915,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,92,122,0,0.9417173266410828,3.068267822265625,1730978622_962871260.npy,0.0,True,7763,3.0270392894744873,0.2167186737060547,0.041228532791137695,0.041228532791137695,0.013620085122283042,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,92,122,1,0.8972237706184387,3.3492658138275146,1730978622_962871260.npy,0.0,True,4687,3.287837505340576,0.4903205633163452,0.06142830848693848,0.06142830848693848,0.018683498922059814,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,93,123,0,0.941246509552002,3.068061351776123,1730978623_029460260.npy,0.0,True,8260,3.0239129066467285,0.21667325496673584,0.04414844512939453,0.04414844512939453,0.014599774031968249,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,93,123,1,0.9123309254646301,2.8696155548095703,1730978623_029460260.npy,0.0,True,3921,3.1600723266601562,0.5312926769256592,-0.29045677185058594,0.29045677185058594,0.09191459619456442,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,94,125,0,0.9369257092475891,3.2397634983062744,1730978623_163086260.npy,0.0,True,9059,3.022559404373169,0.19406378269195557,0.21720409393310547,0.21720409393310547,0.07186098430980223,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,94,125,1,0.9197931289672852,2.832946538925171,1730978623_163086260.npy,0.0,True,3949,3.3943047523498535,0.5193920135498047,-0.5613582134246826,0.5613582134246826,0.16538238442970044,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,95,126,0,0.9340117573738098,3.3327016830444336,1730978623_229803260.npy,0.0,True,9018,3.023226499557495,0.17693322896957397,0.3094751834869385,0.3094751834869385,0.10236586095426058,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,95,126,1,0.8945623636245728,2.893173933029175,1730978623_229803260.npy,0.0,True,3621,3.8217382431030273,0.343747615814209,-0.9285643100738525,0.9285643100738525,0.24296910227946766,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,96,128,0,0.9482301473617554,3.1243879795074463,1730978623_363896260.npy,0.0,True,7427,3.0345916748046875,0.19571161270141602,0.08979630470275879,0.08979630470275879,0.029590901948460088,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,96,128,1,0.8732240796089172,2.8449742794036865,1730978623_363896260.npy,0.0,True,3182,4.038830757141113,0.19427233934402466,-1.1938564777374268,1.1938564777374268,0.2955945791059832,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,97,129,0,0.9378674030303955,3.261862277984619,1730978623_430418260.npy,0.0,True,7729,3.016057252883911,0.17378520965576172,0.245805025100708,0.245805025100708,0.08149879279170603,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,97,129,1,0.8785220384597778,2.853407621383667,1730978623_430418260.npy,0.0,True,3219,3.8550920486450195,0.6798170804977417,-1.0016844272613525,1.0016844272613525,0.25983411410719043,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,98,131,0,0.9361768364906311,3.0308806896209717,1730978623_566889260.npy,0.0,True,7819,2.9756340980529785,0.17541813850402832,0.055246591567993164,0.055246591567993164,0.018566325612460955,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,98,131,1,0.727835476398468,2.908025026321411,1730978623_566889260.npy,0.0,True,2260,3.4706640243530273,1.3158490657806396,-0.5626389980316162,0.5626389980316162,0.16211278132474916,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,99,132,0,0.9339903593063354,3.0288572311401367,1730978623_630508260.npy,0.0,True,8649,2.9821975231170654,0.18043732643127441,0.04665970802307129,0.04665970802307129,0.015646082347456795,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,100,134,0,0.9314128756523132,3.1097800731658936,1730978623_763990260.npy,0.0,True,9878,3.0087642669677734,0.26475316286087036,0.10101580619812012,0.10101580619812012,0.03357385199868903,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,100,134,1,0.29189780354499817,3.5433998107910156,1730978623_763990260.npy,0.0,True,2670,4.027529239654541,1.6103841662406921,-0.4841294288635254,0.4841294288635254,0.12020506868003553,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,101,135,0,0.9250859618186951,3.1987411975860596,1730978623_831928260.npy,0.0,True,9744,2.996041774749756,0.3626512289047241,0.2026994228363037,0.2026994228363037,0.0676557398313427,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,101,135,1,0.17270073294639587,4.668086528778076,1730978623_831928260.npy,0.0,True,1552,4.565610885620117,0.22628796100616455,0.10247564315795898,0.10247564315795898,0.022445111010383528,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,101,135,2,0.16034221649169922,3.341249942779541,1730978623_831928260.npy,0.0,True,2499,4.4154229164123535,0.5209465026855469,-1.0741729736328125,1.0741729736328125,0.24327748303340466,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,102,137,0,0.9285497665405273,3.1267876625061035,1730978623_964314260.npy,0.0,True,10845,3.0071640014648438,1.3385052680969238,0.11962366104125977,0.11962366104125977,0.039779560071545456,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,103,138,0,0.9360983967781067,2.9812285900115967,1730978624_031233260.npy,0.0,True,10924,3.01883602142334,1.3187683820724487,-0.037607431411743164,0.037607431411743164,0.012457593305784054,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,104,140,0,0.9372880458831787,2.9982547760009766,1730978624_164704260.npy,0.0,True,10599,3.0098440647125244,1.4148545265197754,-0.011589288711547852,0.011589288711547852,0.00385046150643514,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,105,141,0,0.9397430419921875,2.991316556930542,1730978624_231964260.npy,0.0,True,9969,3.0008134841918945,1.3688032627105713,-0.009496927261352539,0.009496927261352539,0.00316478425313062,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,106,143,0,0.9364370703697205,3.003406047821045,1730978624_364972260.npy,0.0,True,8683,2.971156597137451,0.24180078506469727,0.03224945068359375,0.03224945068359375,0.010854173998995662,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,107,144,0,0.9313217997550964,2.987027645111084,1730978624_432081260.npy,0.0,True,8603,2.996083974838257,0.22177338600158691,-0.009056329727172852,0.009056329727172852,0.0030227222612015593,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,108,146,0,0.9317827224731445,3.069181203842163,1730978624_565588260.npy,0.0,True,8002,2.9748051166534424,0.2238643765449524,0.0943760871887207,0.0943760871887207,0.03172513273571705,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,108,146,1,0.7256730794906616,18.34800148010254,1730978624_565588260.npy,0.0,True,633,4.948622226715088,0.24416780471801758,13.399379253387451,13.399379253387451,2.707698959328727,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,109,147,0,0.9349225759506226,2.97214412689209,1730978624_632059260.npy,0.0,True,8064,2.9505720138549805,0.23404407501220703,0.021572113037109375,0.021572113037109375,0.007311163034087409,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,109,147,1,0.797613799571991,13.206353187561035,1730978624_632059260.npy,0.0,True,823,4.885085582733154,0.14542531967163086,8.32126760482788,8.32126760482788,1.7034026249694112,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,110,149,0,0.9378547668457031,3.0068247318267822,1730978624_765848260.npy,0.0,True,8055,2.921785354614258,0.17953252792358398,0.08503937721252441,0.08503937721252441,0.02910527875643745,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,110,149,1,0.8236863613128662,4.95085334777832,1730978624_765848260.npy,0.0,True,2220,4.6795973777771,0.3785468339920044,0.2712559700012207,0.2712559700012207,0.05796566415935394,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,111,150,0,0.9420813322067261,2.9775822162628174,1730978624_832550260.npy,0.0,True,8101,2.894160509109497,0.17072463035583496,0.08342170715332031,0.08342170715332031,0.028824146722597737,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,111,150,1,0.8863281011581421,4.820918560028076,1730978624_832550260.npy,0.0,True,2696,4.609370231628418,0.348363995552063,0.2115483283996582,0.2115483283996582,0.04589527804645918,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,112,152,0,0.9467920660972595,2.9037911891937256,1730978624_965972260.npy,0.0,True,8658,2.8491058349609375,0.12742221355438232,0.054685354232788086,0.054685354232788086,0.019193865514489688,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,112,152,1,0.9021299481391907,5.18862771987915,1730978624_965972260.npy,0.0,True,2605,4.575023651123047,0.21267080307006836,0.6136040687561035,0.6136040687561035,0.1341204145699837,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,113,153,0,0.9439442753791809,2.8672471046447754,1730978625_033135260.npy,0.0,True,8590,2.8218331336975098,0.12924110889434814,0.045413970947265625,0.045413970947265625,0.016093783294605625,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,113,153,1,0.905348002910614,4.744542121887207,1730978625_033135260.npy,0.0,True,2899,4.5394134521484375,0.25712060928344727,0.20512866973876953,0.20512866973876953,0.04518836451032791,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,114,155,0,0.9421368837356567,2.840528726577759,1730978625_166464260.npy,0.0,True,9136,2.7725210189819336,0.1419684886932373,0.0680077075958252,0.0680077075958252,0.024529194595897977,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,114,155,1,0.9259714484214783,4.851107120513916,1730978625_166464260.npy,0.0,True,2904,4.467235088348389,0.16146087646484375,0.38387203216552734,0.38387203216552734,0.08593056433648565,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,115,156,0,0.9409183859825134,2.7704975605010986,1730978625_233032260.npy,0.0,True,9598,2.7321438789367676,0.1386691927909851,0.038353681564331055,0.038353681564331055,0.014037943557810233,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,115,156,1,0.9232857823371887,4.56178092956543,1730978625_233032260.npy,0.0,True,3195,4.403110027313232,0.19297170639038086,0.15867090225219727,0.15867090225219727,0.03603609750106969,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,116,158,0,0.935005784034729,2.7054970264434814,1730978625_366778260.npy,0.0,True,10837,2.6364972591400146,0.2578136920928955,0.0689997673034668,0.0689997673034668,0.02617099906486285,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,116,158,1,0.9292321801185608,4.405516624450684,1730978625_366778260.npy,0.0,True,3583,4.242480278015137,0.17594337463378906,0.16303634643554688,0.16303634643554688,0.038429488353879666,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,117,159,0,0.934730589389801,2.6574084758758545,1730978625_433397260.npy,0.0,True,10941,2.595741033554077,0.1734330654144287,0.061667442321777344,0.061667442321777344,0.023757162800382498,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,117,159,1,0.9258800148963928,4.2870683670043945,1730978625_433397260.npy,0.0,True,3998,4.192806243896484,0.16608357429504395,0.09426212310791016,0.09426212310791016,0.022481869570082948,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,118,161,0,0.9402804970741272,2.566175937652588,1730978625_567106260.npy,0.0,True,10785,2.5173277854919434,0.11424756050109863,0.04884815216064453,0.04884815216064453,0.019404764227435915,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,118,161,1,0.9299593567848206,4.157973289489746,1730978625_567106260.npy,0.0,True,4600,4.064492225646973,0.1937464475631714,0.09348106384277344,0.09348106384277344,0.022999444617683683,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,119,162,0,0.9389744400978088,2.514683723449707,1730978625_633539260.npy,0.0,True,11368,2.483315944671631,0.1438509225845337,0.03136777877807617,0.03136777877807617,0.012631408760283193,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,119,162,1,0.9228430986404419,4.046059608459473,1730978625_633539260.npy,0.0,True,5085,3.967237710952759,0.1875312328338623,0.07882189750671387,0.07882189750671387,0.019868206356554383,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,120,163,0,0.9273703098297119,2.478370428085327,1730978625_700598260.npy,0.0,True,11489,2.4539313316345215,0.14149856567382812,0.024439096450805664,0.024439096450805664,0.009959160688708923,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,120,163,1,0.9197902679443359,3.9361801147460938,1730978625_700598260.npy,0.0,True,5313,3.8849637508392334,0.15950989723205566,0.05121636390686035,0.05121636390686035,0.013183228259413373,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,121,164,0,0.9427446722984314,2.424956798553467,1730978625_834274260.npy,0.0,True,14200,2.4365627765655518,0.16907119750976562,-0.011605978012084961,0.011605978012084961,0.004763258358745891,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,121,164,1,0.9241779446601868,3.8212358951568604,1730978625_834274260.npy,0.0,True,6286,3.729656219482422,0.1300862431526184,0.09157967567443848,0.09157967567443848,0.024554454964524138,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,122,165,0,0.9322484135627747,2.3728606700897217,1730978626_035018260.npy,0.0,True,14254,2.334300994873047,0.22261327505111694,0.038559675216674805,0.038559675216674805,0.016518724578092343,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,122,165,1,0.9202685952186584,3.9076669216156006,1730978626_035018260.npy,0.0,True,5702,3.489802122116089,0.1058570146560669,0.4178647994995117,0.4178647994995117,0.11973882325629791,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,123,165,0,0.9322484135627747,2.3455443382263184,1730978626_035018260.npy,0.0,True,14254,2.334300994873047,0.22261327505111694,0.011243343353271484,0.011243343353271484,0.004816578229613857,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,123,165,1,0.9202685952186584,3.6219077110290527,1730978626_035018260.npy,0.0,True,5702,3.489802122116089,0.1058570146560669,0.13210558891296387,0.13210558891296387,0.037854750581921205,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,124,167,0,0.9251425266265869,3.460860252380371,1730978626_168341260.npy,0.0,True,6456,3.333012342453003,0.11779624223709106,0.12784790992736816,0.12784790992736816,0.038358066755095094,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,124,167,1,0.9238686561584473,2.347344160079956,1730978626_168341260.npy,0.0,True,11235,2.3015363216400146,0.35591042041778564,0.045807838439941406,0.045807838439941406,0.019903156864932697,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,125,168,0,0.9259703755378723,2.5416061878204346,1730978626_234716260.npy,0.0,True,10058,2.203861713409424,0.2777485251426697,0.33774447441101074,0.33774447441101074,0.1532512100718481,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,125,168,1,0.9199796319007874,3.3774333000183105,1730978626_234716260.npy,0.0,True,7259,3.2551889419555664,0.17435550689697266,0.12224435806274414,0.12224435806274414,0.037553690505382896,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,126,170,0,0.9305585026741028,2.388720989227295,1730978626_368453260.npy,0.0,True,16162,2.1556382179260254,0.250299870967865,0.23308277130126953,0.23308277130126953,0.10812703605038246,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,126,170,1,0.9269565343856812,3.2459301948547363,1730978626_368453260.npy,0.0,True,7085,3.1408369541168213,0.1649630069732666,0.10509324073791504,0.10509324073791504,0.0334602662516961,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,127,171,0,0.9407477378845215,2.3681082725524902,1730978626_501865260.npy,0.0,True,13295,2.2375471591949463,0.3779942989349365,0.13056111335754395,0.13056111335754395,0.05835010574906448,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,127,171,1,0.9122421145439148,3.150489568710327,1730978626_501865260.npy,0.0,True,7166,3.039872169494629,0.17762571573257446,0.11061739921569824,0.11061739921569824,0.03638883250610111,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,128,172,0,0.9351628422737122,2.6962716579437256,1730978626_568621260.npy,0.0,True,11053,2.362684965133667,0.9662740230560303,0.3335866928100586,0.3335866928100586,0.1411896624953493,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,128,172,1,0.9235823750495911,3.061096429824829,1730978626_568621260.npy,0.0,True,7504,2.9851772785186768,0.1817747950553894,0.07591915130615234,0.07591915130615234,0.02543204112280575,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,129,173,0,0.9286494851112366,2.968423366546631,1730978626_635641260.npy,0.0,True,10455,2.906527280807495,0.18432343006134033,0.06189608573913574,0.06189608573913574,0.021295546113690594,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,129,173,1,0.908928632736206,2.772595167160034,1730978626_635641260.npy,0.0,True,9222,2.9631237983703613,1.2133533954620361,-0.19052863121032715,0.19052863121032715,0.06429992270829615,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,130,175,0,0.9380231499671936,2.8812544345855713,1730978626_769059260.npy,0.0,True,13033,2.801903247833252,0.18260788917541504,0.07935118675231934,0.07935118675231934,0.02832045924986262,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,130,175,1,0.8361086845397949,2.953439950942993,1730978626_769059260.npy,0.0,True,1804,3.0901968479156494,0.7148243188858032,-0.13675689697265625,0.13675689697265625,0.04425507619843032,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,130,175,2,0.5120916366577148,2.7890000343322754,1730978626_769059260.npy,0.0,False,0,,,,,,too_few_valid_depth_pixels
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,131,176,0,0.9461294412612915,2.7982895374298096,1730978626_838818260.npy,0.0,True,12199,2.733504295349121,0.18446791172027588,0.06478524208068848,0.06478524208068848,0.0237004354413916,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,131,176,1,0.402606725692749,2.802999973297119,1730978626_838818260.npy,0.0,True,32,4.194159030914307,0.08977866172790527,-1.3911590576171875,1.3911590576171875,0.3316896301173209,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,132,177,0,0.9378529787063599,2.6927273273468018,,0.06362390518188477,False,0,,,,,,no_matching_depth_map
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,132,177,1,0.8280759453773499,2.824474573135376,,0.06362390518188477,False,0,,,,,,no_matching_depth_map
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,132,177,2,0.5715959072113037,1.1446666717529297,,0.06362390518188477,False,0,,,,,,no_matching_depth_map
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,133,178,0,0.9317054152488708,2.764855146408081,1730978627_036053260.npy,0.0,True,9963,3.051436424255371,0.509912371635437,-0.28658127784729004,0.28658127784729004,0.09391684374260664,
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,outdoor_straw,stationary,133,178,1,0.918300211429596,2.6139445304870605,1730978627_036053260.npy,0.0,True,8424,2.502950668334961,0.10273206233978271,0.11099386215209961,0.11099386215209961,0.044345205663176776,
